,,
Character,Place from,Places visited (in order)
Ambrogiuolo,Piacenza,Parigi
,,Genova
,,Parigi
,,Acri
,,Alessandria d‘Egitto
,,
Character,Place from,Places visited (in order)
Bernabò,Genova,Parigi
,,Genova
,,Alessandria d‘Egitto
,,Genova
,,
Character,Place from,Places visited (in order)
Zinevra,Genova,Genova
,,Alessandria d‘Egitto
,,Acri
,,Alessandria d‘Egitto
,,Genova
