"","V2","X","Standardized","V3.x","lon","lat","V0","V1","V3.y","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"42","Genova",107,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"43","Genova",107,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"44","Genova",107,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"45","Genova",107,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"46","Genova",103,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"47","Genova",103,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"48","Genova",103,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"49","Genova",103,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"50","Genova",103,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"51","Genova",103,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"52","Genova",103,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"53","Genova",103,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"54","Genova",103,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"55","Genova",103,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"56","Genova",103,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"57","Genova",104,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"58","Genova",104,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"59","Genova",104,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"60","Genova",104,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"61","Genova",104,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"62","Genova",104,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"63","Genova",104,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"64","Genova",104,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"65","Genova",104,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"66","Genova",104,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"67","Genova",104,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"68","Genova",105,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"69","Genova",105,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"70","Genova",105,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"71","Genova",105,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"72","Genova",105,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"73","Genova",105,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"74","Genova",105,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"75","Genova",105,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"76","Genova",105,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"77","Genova",105,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"78","Genova",105,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"79","Genova",101,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"80","Genova",101,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"81","Genova",101,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"82","Genova",101,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"83","Genova",101,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"84","Genova",101,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"85","Genova",101,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"86","Genova",101,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"87","Genova",101,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"88","Genova",101,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"89","Genova",101,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"90","Genova",114,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"91","Genova",114,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"92","Genova",114,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"93","Genova",114,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"94","Genova",114,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"95","Genova",114,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"96","Genova",114,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"97","Genova",114,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"98","Genova",114,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"99","Genova",114,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"100","Genova",114,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"101","Genova",108,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"102","Genova",108,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"103","Genova",108,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"104","Genova",108,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"105","Genova",108,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"106","Genova",108,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"107","Genova",108,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"108","Genova",108,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"109","Genova",108,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"110","Genova",108,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"111","Genova",108,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"112","Genova",109,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"113","Genova",109,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"114","Genova",109,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"115","Genova",109,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"116","Genova",109,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"117","Genova",109,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"118","Genova",109,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"119","Genova",109,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"120","Genova",109,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"121","Genova",109,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"122","Genova",109,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"123","Genova",112,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"124","Genova",112,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"125","Genova",112,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"126","Genova",112,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"127","Genova",112,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"128","Genova",112,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"129","Genova",112,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"130","Genova",112,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"131","Genova",112,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"132","Genova",112,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"133","Genova",112,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"134","Genova",113,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"135","Genova",113,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"136","Genova",113,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"137","Genova",113,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"138","Genova",113,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"139","Genova",113,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"140","Genova",113,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"141","Genova",113,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"142","Genova",113,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"143","Genova",113,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"144","Genova",113,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"145","Genova",110,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"146","Genova",110,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"147","Genova",110,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"148","Genova",110,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"149","Genova",110,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"150","Genova",110,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"151","Genova",110,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"152","Genova",110,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"153","Genova",110,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"154","Genova",110,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"155","Genova",110,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"156","Genova",111,"Genova","Genova",8.946256,44.40565,3050,21,"Genova","PROPN","SP","_",19,"obl","_","SpaceAfter=No",NA,NA
"157","Genova",111,"Genova","Genova",8.946256,44.40565,3610,9,"Genova","PROPN","SP","_",7,"obl","_","_",NA,NA
"158","Genova",111,"Genova","Genova",8.946256,44.40565,7,3,"Genova","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA
"159","Genova",111,"Genova","Genova",8.946256,44.40565,68,29,"Genova","PROPN","SP","_",27,"obl","_","SpaceAfter=No",NA,NA
"160","Genova",111,"Genova","Genova",8.946256,44.40565,548,11,"Genova","PROPN","SP","_",6,"obl","_","SpaceAfter=No",NA,NA
"161","Genova",111,"Genova","Genova",8.946256,44.40565,3111,6,"Genova","PROPN","SP","_",4,"obl","_","_",NA,NA
"162","Genova",111,"Genova","Genova",8.946256,44.40565,1931,57,"Genova","PROPN","SP","_",55,"obl","_","_",NA,NA
"163","Genova",111,"Genova","Genova",8.946256,44.40565,2992,16,"Genova","PROPN","SP","_",14,"nmod","_","_",NA,NA
"164","Genova",111,"Genova","Genova",8.946256,44.40565,2002,124,"Genova","PROPN","SP","_",122,"obl","_","_",NA,NA
"165","Genova",111,"Genova","Genova",8.946256,44.40565,5261,22,"Genova","PROPN","SP","_",20,"obl","_","_",NA,NA
"166","Genova",111,"Genova","Genova",8.946256,44.40565,2105,18,"Genova","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA
"167","Italia",142,"Italia","Italia",12.56738,41.87194,589,52,"Italia","PROPN","SP","_",54,"obl","_","_",NA,NA
"168","Italia",141,"Italia","Italia",12.56738,41.87194,589,52,"Italia","PROPN","SP","_",54,"obl","_","_",NA,NA
"169","Italia",140,"Italia","Italia",12.56738,41.87194,589,52,"Italia","PROPN","SP","_",54,"obl","_","_",NA,NA
"170","Parigi",185,"Parigi","Parigi",2.352222,48.856614,289,3,"Parigi","PROPN","SP","_",0,"root","_","_",NA,NA
"171","Parigi",185,"Parigi","Parigi",2.352222,48.856614,2980,5,"Parigi","PROPN","SP","_",2,"nmod","_","_",NA,NA
"172","Parigi",185,"Parigi","Parigi",2.352222,48.856614,2611,52,"Parigi","PROPN","SP","_",50,"obl","_","_",NA,NA
"173","Parigi",186,"Parigi","Parigi",2.352222,48.856614,289,3,"Parigi","PROPN","SP","_",0,"root","_","_",NA,NA
"174","Parigi",186,"Parigi","Parigi",2.352222,48.856614,2980,5,"Parigi","PROPN","SP","_",2,"nmod","_","_",NA,NA
"175","Parigi",186,"Parigi","Parigi",2.352222,48.856614,2611,52,"Parigi","PROPN","SP","_",50,"obl","_","_",NA,NA
"176","Parigi",184,"Parigi","Parigi",2.352222,48.856614,289,3,"Parigi","PROPN","SP","_",0,"root","_","_",NA,NA
"177","Parigi",184,"Parigi","Parigi",2.352222,48.856614,2980,5,"Parigi","PROPN","SP","_",2,"nmod","_","_",NA,NA
"178","Parigi",184,"Parigi","Parigi",2.352222,48.856614,2611,52,"Parigi","PROPN","SP","_",50,"obl","_","_",NA,NA
"179","Parigi",189,"Parigi","Parigi",2.352222,48.856614,289,3,"Parigi","PROPN","SP","_",0,"root","_","_",NA,NA
"180","Parigi",189,"Parigi","Parigi",2.352222,48.856614,2980,5,"Parigi","PROPN","SP","_",2,"nmod","_","_",NA,NA
"181","Parigi",189,"Parigi","Parigi",2.352222,48.856614,2611,52,"Parigi","PROPN","SP","_",50,"obl","_","_",NA,NA
"182","Parigi",183,"Parigi","Parigi",2.352222,48.856614,289,3,"Parigi","PROPN","SP","_",0,"root","_","_",NA,NA
"183","Parigi",183,"Parigi","Parigi",2.352222,48.856614,2980,5,"Parigi","PROPN","SP","_",2,"nmod","_","_",NA,NA
"184","Parigi",183,"Parigi","Parigi",2.352222,48.856614,2611,52,"Parigi","PROPN","SP","_",50,"obl","_","_",NA,NA
"185","Parigi",188,"Parigi","Parigi",2.352222,48.856614,289,3,"Parigi","PROPN","SP","_",0,"root","_","_",NA,NA
"186","Parigi",188,"Parigi","Parigi",2.352222,48.856614,2980,5,"Parigi","PROPN","SP","_",2,"nmod","_","_",NA,NA
"187","Parigi",188,"Parigi","Parigi",2.352222,48.856614,2611,52,"Parigi","PROPN","SP","_",50,"obl","_","_",NA,NA
"188","Parigi",187,"Parigi","Parigi",2.352222,48.856614,289,3,"Parigi","PROPN","SP","_",0,"root","_","_",NA,NA
"189","Parigi",187,"Parigi","Parigi",2.352222,48.856614,2980,5,"Parigi","PROPN","SP","_",2,"nmod","_","_",NA,NA
"190","Parigi",187,"Parigi","Parigi",2.352222,48.856614,2611,52,"Parigi","PROPN","SP","_",50,"obl","_","_",NA,NA
"191","Piagenza",198,"Piacenza","Piagenza",9.6929845,45.0526206,816,14,"Piagenza","PROPN","SP","_",12,"nmod","_","SpaceAfter=No",NA,NA
"192","Piagenza",198,"Piacenza","Piagenza",9.6929845,45.0526206,4213,6,"Piagenza","PROPN","SP","_",4,"nmod","_","_",NA,NA
"193","Piagenza",199,"Piacenza","Piagenza",9.6929845,45.0526206,816,14,"Piagenza","PROPN","SP","_",12,"nmod","_","SpaceAfter=No",NA,NA
"194","Piagenza",199,"Piacenza","Piagenza",9.6929845,45.0526206,4213,6,"Piagenza","PROPN","SP","_",4,"nmod","_","_",NA,NA
