"","V2","V0","V1","V3.x","V4","V5","V6","V7","V8","V9","V10","V11","V12","X","Standardized","V3.y","lon","lat"
"17","Cicilia",5361,21,"Cicilia","PROPN","SP","_",18,"conj","_","SpaceAfter=No",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"18","Cicilia",5361,21,"Cicilia","PROPN","SP","_",18,"conj","_","SpaceAfter=No",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"19","Cicilia",5361,21,"Cicilia","PROPN","SP","_",18,"conj","_","SpaceAfter=No",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"20","Cicilia",5361,21,"Cicilia","PROPN","SP","_",18,"conj","_","SpaceAfter=No",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"21","Cicilia",5361,21,"Cicilia","PROPN","SP","_",18,"conj","_","SpaceAfter=No",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"22","Cicilia",5361,21,"Cicilia","PROPN","SP","_",18,"conj","_","SpaceAfter=No",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"23","Cicilia",5361,21,"Cicilia","PROPN","SP","_",18,"conj","_","SpaceAfter=No",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"24","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"25","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"26","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"27","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"28","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"29","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"30","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"31","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"32","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"33","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"34","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"35","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"36","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"37","Cicilia",4800,33,"Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"38","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"39","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"40","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"41","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"42","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"43","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"44","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"45","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"46","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"47","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"48","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"49","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"50","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"51","Cicilia",56,1,"Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"52","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"53","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"54","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"55","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"56","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"57","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"58","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"59","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"60","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"61","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"62","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"63","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"64","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"65","Cicilia",3444,16,"Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"66","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"67","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"68","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"69","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"70","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"71","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"72","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"73","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"74","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"75","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"76","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"77","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"78","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"79","Cicilia",5571,9,"Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"80","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"81","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"82","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"83","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"84","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"85","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"86","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"87","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"88","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"89","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"90","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"91","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"92","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"93","Cicilia",5975,35,"Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"94","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"95","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"96","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"97","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"98","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"99","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"100","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"101","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"102","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"103","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"104","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"105","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"106","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"107","Cicilia",6489,8,"Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"108","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"109","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"110","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"111","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"112","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"113","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"114","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"115","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"116","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"117","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"118","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"119","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"120","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"121","Cicilia",3284,7,"Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"122","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"123","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"124","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"125","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"126","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"127","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"128","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"129","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"130","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"131","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"132","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"133","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"134","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"135","Cicilia",3136,44,"Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"136","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"137","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"138","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"139","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"140","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"141","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"142","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"143","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"144","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"145","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"146","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"147","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"148","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"149","Cicilia",290,18,"Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"150","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,247,"Sicilia","Cicilia",14.0153557,37.5999938
"151","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,235,"Sicilia","Cicilia",14.0153557,37.5999938
"152","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,243,"Sicilia","Cicilia",14.0153557,37.5999938
"153","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,238,"Sicilia","Cicilia",14.0153557,37.5999938
"154","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,245,"Sicilia","Cicilia",14.0153557,37.5999938
"155","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,246,"Sicilia","Cicilia",14.0153557,37.5999938
"156","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,242,"Sicilia","Cicilia",14.0153557,37.5999938
"157","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,241,"Sicilia","Cicilia",14.0153557,37.5999938
"158","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,248,"Sicilia","Cicilia",14.0153557,37.5999938
"159","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,239,"Sicilia","Cicilia",14.0153557,37.5999938
"160","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,236,"Sicilia","Cicilia",14.0153557,37.5999938
"161","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,237,"Sicilia","Cicilia",14.0153557,37.5999938
"162","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,244,"Sicilia","Cicilia",14.0153557,37.5999938
"163","Cicilia",5274,10,"Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,240,"Sicilia","Cicilia",14.0153557,37.5999938
"164","Napoli",305,33,"Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,163,"Napoli","Napoli",14.2681244,40.8517746
"165","Napoli",305,33,"Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,161,"Napoli","Napoli",14.2681244,40.8517746
"166","Napoli",305,33,"Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,168,"Napoli","Napoli",14.2681244,40.8517746
"167","Napoli",305,33,"Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,166,"Napoli","Napoli",14.2681244,40.8517746
"168","Napoli",305,33,"Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,162,"Napoli","Napoli",14.2681244,40.8517746
"169","Napoli",305,33,"Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,158,"Napoli","Napoli",14.2681244,40.8517746
"170","Napoli",305,33,"Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,165,"Napoli","Napoli",14.2681244,40.8517746
"171","Napoli",305,33,"Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,160,"Napoli","Napoli",14.2681244,40.8517746
"172","Napoli",305,33,"Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,159,"Napoli","Napoli",14.2681244,40.8517746
"173","Napoli",574,13,"Napoli","PROPN","SP","_",15,"obl","_","_",NA,NA,163,"Napoli","Napoli",14.2681244,40.8517746
"174","Napoli",574,13,"Napoli","PROPN","SP","_",15,"obl","_","_",NA,NA,161,"Napoli","Napoli",14.2681244,40.8517746
"175","Napoli",574,13,"Napoli","PROPN","SP","_",15,"obl","_","_",NA,NA,168,"Napoli","Napoli",14.2681244,40.8517746
"176","Napoli",574,13,"Napoli","PROPN","SP","_",15,"obl","_","_",NA,NA,166,"Napoli","Napoli",14.2681244,40.8517746
"177","Napoli",574,13,"Napoli","PROPN","SP","_",15,"obl","_","_",NA,NA,162,"Napoli","Napoli",14.2681244,40.8517746
"178","Napoli",574,13,"Napoli","PROPN","SP","_",15,"obl","_","_",NA,NA,158,"Napoli","Napoli",14.2681244,40.8517746
