"","V2","X","Standardized","V3.x","lon","lat","V0","V1","V3.y","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"175","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"176","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"177","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"178","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"179","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"180","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"181","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"182","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"183","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"184","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"185","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"186","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"187","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"188","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"189","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"190","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"191","Inghilterra",123,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"192","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"193","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"194","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"195","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"196","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"197","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"198","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"199","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"200","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"201","Inghilterra",125,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"202","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"203","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"204","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"205","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"206","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"207","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"208","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"209","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"210","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"211","Inghilterra",127,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"212","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"213","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"214","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"215","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"216","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"217","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"218","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"219","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"220","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"221","Inghilterra",128,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"222","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"223","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"224","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"225","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"226","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"227","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"228","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"229","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"230","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"231","Inghilterra",135,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"232","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"233","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"234","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"235","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"236","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"237","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"238","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"239","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"240","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"241","Inghilterra",126,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"242","Italia",142,"Italia","Italia",12.56738,41.87194,1372,40,"Italia","PROPN","SP","_",37,"obl","_","SpaceAfter=No",NA,NA
"243","Italia",141,"Italia","Italia",12.56738,41.87194,1372,40,"Italia","PROPN","SP","_",37,"obl","_","SpaceAfter=No",NA,NA
"244","Italia",140,"Italia","Italia",12.56738,41.87194,1372,40,"Italia","PROPN","SP","_",37,"obl","_","SpaceAfter=No",NA,NA
"245","Londra",146,"Londra","Londra",-0.1277583,51.5073509,862,26,"Londra","PROPN","SP","_",24,"obl","_","_",NA,NA
"246","Londra",147,"Londra","Londra",-0.1277583,51.5073509,862,26,"Londra","PROPN","SP","_",24,"obl","_","_",NA,NA
"247","Londra",145,"Londra","Londra",-0.1277583,51.5073509,862,26,"Londra","PROPN","SP","_",24,"obl","_","_",NA,NA
"248","Londra",149,"Londra","Londra",-0.1277583,51.5073509,862,26,"Londra","PROPN","SP","_",24,"obl","_","_",NA,NA
"249","Londra",148,"Londra","Londra",-0.1277583,51.5073509,862,26,"Londra","PROPN","SP","_",24,"obl","_","_",NA,NA
"250","Parigi",185,"Parigi","Parigi",2.352222,48.856614,3876,28,"Parigi","PROPN","SP","_",22,"conj","_","_",NA,NA
"251","Parigi",186,"Parigi","Parigi",2.352222,48.856614,3876,28,"Parigi","PROPN","SP","_",22,"conj","_","_",NA,NA
"252","Parigi",187,"Parigi","Parigi",2.352222,48.856614,3876,28,"Parigi","PROPN","SP","_",22,"conj","_","_",NA,NA
"253","Parigi",188,"Parigi","Parigi",2.352222,48.856614,3876,28,"Parigi","PROPN","SP","_",22,"conj","_","_",NA,NA
"254","Parigi",189,"Parigi","Parigi",2.352222,48.856614,3876,28,"Parigi","PROPN","SP","_",22,"conj","_","_",NA,NA
"255","Parigi",184,"Parigi","Parigi",2.352222,48.856614,3876,28,"Parigi","PROPN","SP","_",22,"conj","_","_",NA,NA
"256","Parigi",183,"Parigi","Parigi",2.352222,48.856614,3876,28,"Parigi","PROPN","SP","_",22,"conj","_","_",NA,NA
"257","Roma",224,"Roma","Roma",12.496366,41.902783,3785,11,"Roma","PROPN","SP","_",3,"nmod","_","_",NA,NA
"258","Roma",224,"Roma","Roma",12.496366,41.902783,1541,49,"Roma","PROPN","SP","_",47,"nmod","_","_",NA,NA
"259","Roma",224,"Roma","Roma",12.496366,41.902783,2986,61,"Roma","PROPN","SP","_",59,"obl","_","SpaceAfter=No",NA,NA
"260","Roma",225,"Roma","Roma",12.496366,41.902783,3785,11,"Roma","PROPN","SP","_",3,"nmod","_","_",NA,NA
"261","Roma",225,"Roma","Roma",12.496366,41.902783,1541,49,"Roma","PROPN","SP","_",47,"nmod","_","_",NA,NA
"262","Roma",225,"Roma","Roma",12.496366,41.902783,2986,61,"Roma","PROPN","SP","_",59,"obl","_","SpaceAfter=No",NA,NA
"263","Roma",226,"Roma","Roma",12.496366,41.902783,3785,11,"Roma","PROPN","SP","_",3,"nmod","_","_",NA,NA
"264","Roma",226,"Roma","Roma",12.496366,41.902783,1541,49,"Roma","PROPN","SP","_",47,"nmod","_","_",NA,NA
"265","Roma",226,"Roma","Roma",12.496366,41.902783,2986,61,"Roma","PROPN","SP","_",59,"obl","_","SpaceAfter=No",NA,NA
"266","Roma",227,"Roma","Roma",12.496366,41.902783,3785,11,"Roma","PROPN","SP","_",3,"nmod","_","_",NA,NA
"267","Roma",227,"Roma","Roma",12.496366,41.902783,1541,49,"Roma","PROPN","SP","_",47,"nmod","_","_",NA,NA
"268","Roma",227,"Roma","Roma",12.496366,41.902783,2986,61,"Roma","PROPN","SP","_",59,"obl","_","SpaceAfter=No",NA,NA
"269","Scozia",232,"Scozia","Scozia",-4.2026458,56.4906712,3175,11,"Scozia","PROPN","SP","_",9,"nmod","_","_",NA,NA
"270","Scozia",232,"Scozia","Scozia",-4.2026458,56.4906712,3125,46,"Scozia","PROPN","SP","_",44,"nmod","_","_",NA,NA
"271","Scozia",232,"Scozia","Scozia",-4.2026458,56.4906712,4059,36,"Scozia","PROPN","SP","_",33,"obj","_","_",NA,NA
"272","Scozia",233,"Scozia","Scozia",-4.2026458,56.4906712,3175,11,"Scozia","PROPN","SP","_",9,"nmod","_","_",NA,NA
"273","Scozia",233,"Scozia","Scozia",-4.2026458,56.4906712,3125,46,"Scozia","PROPN","SP","_",44,"nmod","_","_",NA,NA
"274","Scozia",233,"Scozia","Scozia",-4.2026458,56.4906712,4059,36,"Scozia","PROPN","SP","_",33,"obj","_","_",NA,NA
"275","Scozia",234,"Scozia","Scozia",-4.2026458,56.4906712,3175,11,"Scozia","PROPN","SP","_",9,"nmod","_","_",NA,NA
"276","Scozia",234,"Scozia","Scozia",-4.2026458,56.4906712,3125,46,"Scozia","PROPN","SP","_",44,"nmod","_","_",NA,NA
"277","Scozia",234,"Scozia","Scozia",-4.2026458,56.4906712,4059,36,"Scozia","PROPN","SP","_",33,"obj","_","_",NA,NA
"278","Scozia",231,"Scozia","Scozia",-4.2026458,56.4906712,3175,11,"Scozia","PROPN","SP","_",9,"nmod","_","_",NA,NA
"279","Scozia",231,"Scozia","Scozia",-4.2026458,56.4906712,3125,46,"Scozia","PROPN","SP","_",44,"nmod","_","_",NA,NA
"280","Scozia",231,"Scozia","Scozia",-4.2026458,56.4906712,4059,36,"Scozia","PROPN","SP","_",33,"obj","_","_",NA,NA
"281","Toscana",254,"Toscana","Toscana",11.2486208,43.7710513,1847,7,"Toscana","PROPN","SP","_",11,"nsubj","_","_",NA,NA
