"","V2","X","Standardized","V3.x","lon","lat","V0","V1","V3.y","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"74","Inghilterra",134,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"75","Inghilterra",134,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"76","Inghilterra",134,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"77","Inghilterra",134,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"78","Inghilterra",134,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"79","Inghilterra",134,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"80","Inghilterra",134,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"81","Inghilterra",134,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"82","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"83","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"84","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"85","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"86","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"87","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"88","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"89","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"90","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"91","Inghilterra",129,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"92","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"93","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"94","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"95","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"96","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"97","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"98","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"99","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"100","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"101","Inghilterra",130,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"102","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"103","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"104","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"105","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"106","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"107","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"108","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"109","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"110","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"111","Inghilterra",131,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"112","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"113","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"114","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"115","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"116","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"117","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"118","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"119","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"120","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"121","Inghilterra",119,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"122","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"123","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"124","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"125","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"126","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"127","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"128","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"129","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"130","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"131","Inghilterra",120,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"132","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"133","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"134","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"135","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"136","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"137","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"138","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"139","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"140","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"141","Inghilterra",121,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"142","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"143","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"144","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"145","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"146","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"147","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"148","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"149","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"150","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"151","Inghilterra",124,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"152","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"153","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"154","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"155","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"156","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"157","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"158","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"159","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"160","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"161","Inghilterra",122,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"162","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"163","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"164","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
"165","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,48,28,"Inghilterra","PROPN","SP","_",26,"nmod","_","SpaceAfter=No",NA,NA
"166","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3114,36,"Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA
"167","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1514,22,"Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA
"168","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3895,7,"Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA
"169","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1335,6,"Inghilterra","PROPN","SP","_",4,"obl","_","_",NA,NA
"170","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,855,19,"Inghilterra","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA
"171","Inghilterra",132,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1097,34,"Inghilterra","PROPN","SP","_",32,"obl","_","_",NA,NA
"172","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,945,43,"Inghilterra","PROPN","SP","_",26,"conj","_","_",NA,NA
"173","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,1083,20,"Inghilterra","PROPN","SP","_",17,"nmod","_","SpaceAfter=No",NA,NA
"174","Inghilterra",133,"Inghilterra","Inghilterra",-1.1743197,52.3555177,3518,80,"Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA
