"","V2","V0","V1","V3.x","V4","V5","V6","V7","V8","V9","V10","V11","V12","X","Standardized","V3.y","lon","lat"
"179","Cipri",10030,90,"cipri","PROPN","SP","_",88,"nmod","_","_",NA,NA,68,"Cipro","Ciprio",33.429859,35.126413
"180","Cipri",10030,90,"cipri","PROPN","SP","_",88,"nmod","_","_",NA,NA,66,"Cipro","Ciprio",33.429859,35.126413
"181","Cipri",10030,90,"cipri","PROPN","SP","_",88,"nmod","_","_",NA,NA,60,"Cipro","Ciprio",33.429859,35.126413
"182","Cipri",7611,51,"Ciprio","PROPN","SP","_",52,"obl","_","_",NA,NA,64,"Cipro","Ciprio",33.429859,35.126413
"183","Cipri",7611,51,"Ciprio","PROPN","SP","_",52,"obl","_","_",NA,NA,65,"Cipro","cipri",33.429859,35.126413
"184","Cipri",7611,51,"Ciprio","PROPN","SP","_",52,"obl","_","_",NA,NA,62,"Cipro","Ciprio",33.429859,35.126413
"185","Cipri",7611,51,"Ciprio","PROPN","SP","_",52,"obl","_","_",NA,NA,63,"Cipro","Ciprio",33.429859,35.126413
"186","Cipri",7611,51,"Ciprio","PROPN","SP","_",52,"obl","_","_",NA,NA,67,"Cipro","Ciprio",33.429859,35.126413
"187","Cipri",7611,51,"Ciprio","PROPN","SP","_",52,"obl","_","_",NA,NA,58,"Cipro","Ciprio",33.429859,35.126413
"188","Cipri",7611,51,"Ciprio","PROPN","SP","_",52,"obl","_","_",NA,NA,59,"Cipro","Ciprio",33.429859,35.126413
"189","Cipri",7611,51,"Ciprio","PROPN","SP","_",52,"obl","_","_",NA,NA,61,"Cipro","Ciprio",33.429859,35.126413
