"","Row.names","cities","lon","lat"
"989","984","Trani",NA,NA
"990","985","Trani",NA,NA
"991","986","Treviso",NA,NA
"992","987","Treviso",12.2430437,45.6668893
"993","988","Treviso",NA,NA
"994","989","Treviso",12.2430437,45.6668893
"995","99","",NA,NA
"996","990","",NA,NA
"997","991","",NA,NA
"998","992","",NA,NA
"999","993","Borgo San Lorenzo (FI)",NA,NA
"1000","994","",NA,NA
"1001","995","",NA,NA
"1002","996","Verona",NA,NA
"1003","997","",NA,NA
"1004","998","",NA,NA
"1005","999","",NA,NA
