Aigues-Mortes,43.5440211,4.0893966
Alessandria d’Egitto,31.2243285,29.8147985
Algarve,37.2451933,-8.7556887
Atene,37.9909517,23.6682988
Babilonia,32.4725191,44.3477697
Cappadocia,38.666667,34.85
Chio,38.3760672,25.7167905
Cipro,35.1658801,32.3038709
Famagosta,35.1194761,33.8989477
Gerusalemme,31.7964453,35.1053182
Istanbul,41.0055005,28.7319863
Maiorca,39.6132097,2.3511792
Rodi,36.1678911,27.6853153
Sardegna,40.0583215,7.8576504
Smirne,38.4178607,26.9396305
Valcava,45.7841659,9.5095723
