"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"2930","18","Pericon","Pericon","PROPN","SP","_","29","nsubj","_","_",,
"2939","27","Pericone","Pericone","PROPN","SP","_","18","conj","_","_",,
"2970","57","Pericone","Pericone","PROPN","SP","_","55","nmod","_","SpaceAfter=No",,
"2995","81","Marato","Marato","PROPN","SP","_","80","obj","_","_",,
"3053","2","Marato","Marare","PROPN","SP","_","6","nsubj","_","_",,
"3062","10","Dio","Dio","PROPN","SP","_","12","nsubj","_","_",,
"3084","31","Pericone","Pericone","PROPN","SP","_","33","nsubj","_","_",,
"3175","59","Marato","Marare","PROPN","SP","_","61","nsubj","_","_",,
"3243","6","Marato","Marato","PROPN","SP","_","2","obl","_","_",,
"3265","27","Marato","Marato","PROPN","SP","_","25","conj","_","_",,
"3321","81","Marato","Marato","PROPN","SP","_","83","obj","_","_",,
"3393","33","Marato","Marato","PROPN","SP","_","32","nmod","_","_",,
"3606","57","Chiarenza","Chiarenza","PROPN","SP","_","55","obl","_","_",,
"3668","31","Morea","Morea","PROPN","SP","_","28","nmod","_","SpaceAfter=No",,
"3909","42","Romania","Romania","PROPN","SP","_","43","nsubj","_","_",,
"3926","9","Atene","Atene","PROPN","SP","_","7","nmod","_","SpaceAfter=No",,
"3981","25","Chiarenza","Chiarenza","PROPN","SP","_","23","obl","_","SpaceAfter=No",,
"4363","26","Ciuriaci","Ciuriaci","PROPN","SP","_","25","nmod","_","SpaceAfter=No",,
"4403","64","Ciuriaci","Ciuriaci","PROPN","SP","_","63","nmod","_","_",,
"4636","26","Ciuriaci","Ciuriaci","PROPN","SP","_","24","nmod","_","SpaceAfter=No",,
"4648","37","Ciuriaci","Ciuriaci","PROPN","SP","_","39","nsubj","_","_",,
"4870","68","Atene","Atene","PROPN","SP","_","71","obl","_","_",,
"4887","10","Atene","Atene","PROPN","SP","_","0","root","_","_",,
"5039","26","Ciuriaci","Ciuriaci","PROPN","SP","_","23","conj","_","_",,
"5047","34","Ciuriaci","Ciuriaci","PROPN","SP","_","32","obj","_","_",,
"5123","61","Atene","Atene","PROPN","SP","_","59","nmod","_","_",,
"5231","45","Atene","Atene","PROPN","SP","_","43","nmod","_","_",,
"5275","37","Constantinopoli","Constantinopoli","PROPN","SP","_","35","nmod","_","SpaceAfter=No",,
"5282","44","Manovello","Manovello","PROPN","SP","_","42","conj","_","_",,
"5590","3","Constanzio","Constanzio","PROPN","SP","_","2","obj","_","_",,
"5765","17","Atene","Atene","PROPN","SP","_","14","nmod","_","_",,
"5796","10","Constanzio","Constanzio","PROPN","SP","_","12","nsubj","_","_",,
"5836","49","Atene","Atene","PROPN","SP","_","46","obl","_","_",,
"5864","15","Manovello","Manovello","PROPN","SP","_","10","obl","_","SpaceAfter=No",,
"5867","18","Atene","Atene","PROPN","SP","_","10","obl","_","_",,
"5947","5","Constanzio","Constanzio","PROPN","SP","_","4","obj","_","_",,
"5992","3","Constanzio","Constanzio","PROPN","SP","_","6","nmod","_","_",,
"6105","86","Constanzio","Constanzio","PROPN","SP","_","84","nmod","_","SpaceAfter=No",,
"6316","19","Egina","Egina","PROPN","SP","_","13","nmod","_","_",,
"6331","9","Constanzio","Constanzio","PROPN","SP","_","22","nsubj","_","_",,
"6362","14","Chios","Chios","PROPN","SP","_","12","obl","_","SpaceAfter=No",,
"6389","39","Constanzio","Constanzio","PROPN","SP","_","37","obl","_","_",,
"6414","63","Constanzio","Constanzio","PROPN","SP","_","37","conj","_","_",,
"6449","9","Osbech","Osbech","PROPN","SP","_","33","nsubj","_","SpaceAfter=No",,
"6477","36","Smirre","Smirre","PROPN","SP","_","33","nmod","_","SpaceAfter=No",,
"6486","5","Constanzio","Constanzio","PROPN","SP","_","3","obl","_","_",,
"6506","25","Chios","Chios","PROPN","SP","_","23","obl","_","SpaceAfter=No",,
"6577","94","Smirre","Smirre","PROPN","SP","_","96","obl","_","_",,
"6588","5","Osbech","Osbech","PROPN","SP","_","4","obj","_","SpaceAfter=No",,
"6614","29","Constanzio","Constanzio","PROPN","SP","_","36","obl","_","_",,
"6670","17","Basano","basano","PROPN","SP","_","14","obl","_","SpaceAfter=No",,
"6674","21","Capadocia","Capadocia","PROPN","SP","_","19","nmod","_","SpaceAfter=No",,
"6679","26","Osbech","Osbech","PROPN","SP","_","42","obl","_","_",,
"6717","62","Basano","basano","PROPN","SP","_","59","nsubj","_","_",,
"6753","97","Capadocia","Capadocia","PROPN","SP","_","95","nmod","_","_",,
"6767","110","Osbech","Osbech","PROPN","SP","_","111","nsubj","_","_",,
"6815","29","Capadocia","Capadocia","PROPN","SP","_","27","nmod","_","SpaceAfter=No",,
"6821","34","Smirre","Smirre","PROPN","SP","_","31","obl","_","_",,
"6842","54","Capadocia","Capadocia","PROPN","SP","_","52","nmod","_","_",,
"6871","3","Basano","basano","PROPN","SP","_","5","obl","_","_",,
"6882","13","Smirre","Smirre","PROPN","SP","_","8","obl","_","SpaceAfter=No",,
"6909","4","Osbech","Osbech","PROPN","SP","_","2","nmod","_","SpaceAfter=No",,
"6915","10","Antioco","Antioco","PROPN","SP","_","0","root","_","SpaceAfter=No",,
"7071","4","Osbech","Osbech","PROPN","SP","_","3","nmod","_","_",,
"7106","10","Osbech","Osbech","PROPN","SP","_","8","obl","_","SpaceAfter=No",,
"7114","18","Rodi","Rodi","PROPN","SP","_","16","obl","_","SpaceAfter=No",,
"7125","29","Antioco","Antioco","PROPN","SP","_","30","nsubj","_","_",,
"7574","15","Rodi","Rodi","PROPN","SP","_","13","nmod","_","_",,
"7578","19","Cipri","Ciprio","PROPN","SP","_","23","obl","_","_",,
"7611","51","Cipri","Ciprio","PROPN","SP","_","52","obl","_","_",,
"7638","22","Antioco","Antioco","PROPN","SP","_","20","nmod","_","_",,
"7756","20","Rodi","Rodi","PROPN","SP","_","18","nmod","_","_",,
"7815","49","Baffa","Baffa","PROPN","SP","_","56","obl","_","_",,
"7830","64","Baffa","Baffa","PROPN","SP","_","74","nsubj","_","_",,
"7851","6","Baffa","Baffa","PROPN","SP","_","14","obl","_","_",,
"7864","19","Antigono","Antigere","PROPN","SP","_","14","nmod","_","SpaceAfter=No",,
"7899","51","Cipri","Ciprio","PROPN","SP","_","49","nmod","_","_",,
"7934","25","Erminia","Erminia","PROPN","SP","_","23","nmod","_","SpaceAfter=No",,
"8032","31","Antigono","Antigere","PROPN","SP","_","30","nmod","_","_",,
"8040","39","Alessandria","Alessandria","PROPN","SP","_","35","obl","_","_",,
"8095","36","Antigono","antigono","PROPN","SP","_","35","obj","_","SpaceAfter=No",,
"8112","13","Antigono","antigono","PROPN","SP","_","18","nsubj","_","_",,
"8114","15","Famagosta","Famagosta","PROPN","SP","_","13","nmod","_","_",,
"8142","2","Madonna","Madonna","PROPN","SP","_","8","nsubj","_","SpaceAfter=No",,
"8218","35","Alessandra","Alessandra","PROPN","SP","_","36","obl","_","_",,
"8231","6","Antigono","antigono","PROPN","SP","_","4","obj","_","_",,
"8236","11","Alatiel","Alatiel","PROPN","SP","_","9","nsubj","_","_",,
"8282","5","Antigono","antigono","PROPN","SP","_","3","nmod","_","_",,
"8307","30","Egitto","Egitto","PROPN","SP","_","28","nmod","_","_",,
"8388","3","Antigono","antigono","PROPN","SP","_","5","obl","_","_",,
"8396","2","Madonna","Madonna","PROPN","SP","_","6","parataxis","_","SpaceAfter=No",,
"8454","2","Madonna","Madonna","PROPN","SP","_","0","root","_","SpaceAfter=No",,
"8493","38","Garbo","Garbo","PROPN","SP","_","35","nmod","_","SpaceAfter=No",,
"8535","15","Antigono","antigono","PROPN","SP","_","14","xcomp","_","_",,
"8537","17","Famagosta","Famagosta","PROPN","SP","_","15","nmod","_","_",,
"8612","3","Baffa","Baffa","PROPN","SP","_","5","obl","_","_",,
"8735","23","Famagosta","Famagorre","PROPN","SP","_","25","obl","_","_",,
"8784","22","Antigono","antigono","PROPN","SP","_","19","nmod","_","_",,
"8821","28","Antigono","antigono","PROPN","SP","_","26","nmod","_","_",,
"8846","14","Antigono","Antigere","PROPN","SP","_","8","nsubj:pass","_","_",,
"8905","10","Antigono","antigono","PROPN","SP","_","8","nmod","_","_",,
"8954","31","Ponente","Ponente","PROPN","SP","_","28","nmod","_","SpaceAfter=No",,
"8961","38","Aguamorta","Aguamorto","PROPN","SP","_","36","nmod","_","SpaceAfter=No",,
"9256","57","Cresci","Cresce","PROPN","SP","_","54","obl","_","_",,
"9258","59","Valcava","Valcava","PROPN","SP","_","54","obl","_","SpaceAfter=No",,
"9344","68","Cipri","Ciprio","PROPN","SP","_","66","nmod","_","SpaceAfter=No",,
"9352","76","Creti","Crete","PROPN","SP","_","72","obl","_","SpaceAfter=No",,
"9403","18","Cipri","Ciprio","PROPN","SP","_","19","obl","_","_",,
"9439","20","Cipri","Ciprio","PROPN","SP","_","21","obl","_","_",,
"9456","37","Francia","Francia","PROPN","SP","_","35","nmod","_","_",,
"9479","59","Ierusalem","Ierusalem","PROPN","SP","_","60","obl","_","_",,
"9484","64","Sepolcro","Sepolcro","PROPN","SP","_","62","obj","_","SpaceAfter=No",,
"9491","71","Idio","Idio","PROPN","SP","_","69","obl","_","_",,
"9509","89","Cipri","Ciprio","PROPN","SP","_","95","obl","_","_",,
"9555","12","Baffa","Baffa","PROPN","SP","_","10","obl","_","SpaceAfter=No",,
"9603","41","Idio","Idio","PROPN","SP","_","40","nsubj","_","SpaceAfter=No",,
"9617","54","Antigono","Antigere","PROPN","SP","_","53","nmod","_","_",,
"9624","61","Baffa","Baffa","PROPN","SP","_","62","obl","_","_",,
"9699","28","Cipri","Ciprio","PROPN","SP","_","26","nmod","_","SpaceAfter=No",,
"9734","8","Antigono","antigono","PROPN","SP","_","6","conj","_","SpaceAfter=No",,
"10006","67","Idio","Idio","PROPN","SP","_","66","obj","_","_",,
"10030","90","Cipri","cipri","PROPN","SP","_","88","nmod","_","_",,
"10052","11","Antigono","antigono","PROPN","SP","_","9","obl","_","SpaceAfter=No",,
"10061","18","Cipri","Ciprio","PROPN","SP","_","15","obl","_","_",,
"10115","23","Garbo","Garbo","PROPN","SP","_","20","nmod","_","SpaceAfter=No",,
"10155","8","Garbo","Garbo","PROPN","SP","_","5","nmod","_","_",,
